물품,토큰,계약금액,계약일
예술체육대학 조형예술학부 EPSON SC-P600(소모품비),['소모품'],899000,2018-11-16
재무회계팀 부서운영 소모품,"['재무회계', '부서', '운영', '소모품']",234460,2018-11-16
"2018-2 생활원 제1,2기숙사 사랑의 김장나눔 행사 용품","['생활', '기숙사', '사랑', '김장', '나눔', '행사', '용품']",591000,2018-11-16
멀티미디어실 소모품,"['멀티미디어', '소모품']",1999980,2018-11-17
멀티미디어실 소모품,"['멀티미디어', '소모품']",1999980,2018-11-17
테니스장 시설 소모품,"['테니스장', '시설', '소모품']",8000000,2018-11-19
(자연대 공통) 자연과학대학 실험실습 수업 지원을 위한 복사기 토너,"['자연', '공통', '실험', '실습', '수업', '지원', '복사기', '토너']",147500,2018-11-19
(자연대 공통) 자연과학대학 실험실습 수업 지원을 위한 고체잉크,"['자연', '공통', '실험', '실습', '수업', '지원', '고체', '잉크']",355900,2018-11-19
테니스장 시설 소모품,"['테니스장', '시설', '소모품']",8000000,2018-11-19
[고교교육기여대학지원사업]2019학년도 학생부종합전형 면접고사 면접위원 직무 교육을 위한 소모품(사무용품),"['고교', '교육', '대학', '사업', '학년', '학생', '종합', '전형', '면접', '고사', '면접', '위원', '직무', '교육', '소모품', '사무', '용품']",449700,2018-11-19
한국어학당 강의용품(복사용지),"['한국어', '학당', '강의', '용품', '복사', '용지']",509980,2018-11-19
(생명과학부)소모품(다용도스폰지클리너 외 3종),"['소모품', '다용', '스폰지', '클리']",65750,2018-11-19
[고교교육기여대학지원사업]2019학년도 학생부종합전형 면접고사 면접위원 직무 교육을 위한 소모품(사무용품),"['고교', '교육', '대학', '사업', '학년', '학생', '종합', '전형', '면접', '고사', '면접', '위원', '직무', '교육', '소모품', '사무', '용품']",449700,2018-11-19
(자연대 공통) 자연과학대학 실험실습 수업 지원을 위한 토너,"['자연', '공통', '실험', '실습', '수업', '지원', '토너']",657800,2018-11-19
프린터 토너,"['프린터', '토너']",920000,2018-11-19
(자연대 공통) 자연과학대학 실험실습 수업 지원을 위한 고체잉크,"['자연', '공통', '실험', '실습', '수업', '지원', '고체', '잉크']",355900,2018-11-19
(자연대 공통) 자연과학대학 실험실습 수업 지원을 위한 복사기 토너,"['자연', '공통', '실험', '실습', '수업', '지원', '복사기', '토너']",147500,2018-11-19
프린터 토너,"['프린터', '토너']",920000,2018-11-19
(자연대 공통) 자연과학대학 실험실습 수업 지원을 위한 토너,"['자연', '공통', '실험', '실습', '수업', '지원', '토너']",657800,2018-11-19
한국어학당 강의용품(복사용지),"['한국어', '학당', '강의', '용품', '복사', '용지']",509980,2018-11-19
(생명과학부)소모품(다용도스폰지클리너 외 3종),"['소모품', '다용', '스폰지', '클리']",65750,2018-11-19
생활원 제1기숙사 사무용품 및 소모품,"['생활', '기숙사', '사무', '용품', '소모품']",1036990,2018-11-20
예술체육대학 조형예술학부 Datacolor Spydercheckr 외 1종(소모품비),['소모품'],753000,2018-11-20
문화자치위원회 소모품,"['문화', '자치', '위원회', '소모품']",972300,2018-11-20
융합과학기술원 사무실 소모품,"['융합', '과학기술원', '사무실', '소모품']",268960,2018-11-20
예술체육대학 조형예술학부 Datacolor Spydercheckr 외 1종(소모품비),['소모품'],753000,2018-11-20
생활원 제1기숙사 사무용품 및 소모품,"['생활', '기숙사', '사무', '용품', '소모품']",1036990,2018-11-20
문화자치위원회 소모품,"['문화', '자치', '위원회', '소모품']",972300,2018-11-20
2018 불어불문학과 행정비품,"['행정', '비품']",315000,2018-11-20
2018 불어불문학과 행정비품,"['행정', '비품']",1240000,2018-11-20
스포츠센터 소모품,"['스포츠', '센터', '소모품']",254500,2018-11-20
융합과학기술원 사무실 소모품,"['융합', '과학기술원', '사무실', '소모품']",268960,2018-11-20
스포츠센터 소모품,"['스포츠', '센터', '소모품']",254500,2018-11-20
2019학년도 수시모집 11월 면접고사에 따른 생수,"['학년', '수시', '모집', '면접', '고사', '생수']",96500,2018-11-21
사범대학 유아교육과 실험실습재료,"['실험', '실습', '재료']",195170,2018-11-21
공연예술학과 재료(클램프 외 19종),"['재료', '클램프']",823610,2018-11-21
환경공학전공 실험실습재료,"['전공', '실험', '실습', '재료']",713284,2018-11-21
2019학년도 수시모집 11월 면접고사에 따른 생수,"['학년', '수시', '모집', '면접', '고사', '생수']",96500,2018-11-21
제물포캠퍼스 운동장 사고예방을 위한 보호망,"['제물포', '캠퍼스', '운동장', '사고', '예방', '보호']",490000,2018-11-21
사범대학 유아교육과 실험실습재료,"['실험', '실습', '재료']",195170,2018-11-21
도시건축학전공 교육용기자재 (데스크톱컴퓨터 외 28종),"['전공', '교육', '용기', '자재', '데스크톱', '컴퓨터']",56250000,2018-11-21
제물포캠퍼스 운동장 사고예방을 위한 보호망,"['제물포', '캠퍼스', '운동장', '사고', '예방', '보호']",490000,2018-11-21
환경공학전공 실험실습재료,"['전공', '실험', '실습', '재료']",713284,2018-11-21
"국비(성과관리사업) 공연예술학과(붐폴,삼각대,슬라이닥스,콤프레샤,핸드파레트) 교육용 기자재","['국비', '성과', '관리', '사업', '붐폴', '삼각대', '슬라이닥스', '프레', '핸드', '파레트', '교육', '자재']",1022000,2018-11-21
공연예술학과 재료(클램프 외 19종),"['재료', '클램프']",823610,2018-11-21
국비(성과관리사업)산업경영공학과 교육용기자재(PEEK 3D프린터),"['국비', '성과', '관리', '사업', '교육', '용기', '자재', '프린터']",66192000,2018-11-21
(생명공학전공)실험실습재료(Syringe filter 외 1종),"['실험', '실습', '재료']",70400,2018-11-22
근조화(조향세트),"['조화', '세트']",1050000,2018-11-22
공연예술학과 재료(컨버터 외 5종),"['재료', '컨버터']",89370,2018-11-22
예술체육대학 조형예술학부 테레핀 외 17종(실험실습비),"['테레핀', '실험', '실습']",2737500,2018-11-22
근조화(조향세트),"['조화', '세트']",1050000,2018-11-22
INU어학센터 행정사무실 운영을 위한 소모품,"['어학', '센터', '행정', '사무실', '운영', '소모품']",224260,2018-11-22
(생명공학전공)실험실습재료(Syringe filter 외 1종),"['실험', '실습', '재료']",70400,2018-11-22
2019 학생회 총선거를 위한 난방용 히터,"['학생회', '총선거', '난방', '히터']",1525000,2018-11-22
공연예술학과 재료(컨버터 외 5종),"['재료', '컨버터']",89370,2018-11-22
동북아국제통상학부 설립 20주년 기념 행사 및 동북아통상인의 밤 행사를 위한 홍보기념품,"['설립', '주년', '기념', '행사', '동북아', '통상', '행사', '홍보', '기념품']",1759200,2018-11-22
INU어학센터 행정사무실 운영을 위한 소모품,"['어학', '센터', '행정', '사무실', '운영', '소모품']",224260,2018-11-22
동북아국제통상학부 설립 20주년 기념 행사 및 동북아통상인의 밤 행사를 위한 홍보기념품,"['설립', '주년', '기념', '행사', '동북아', '통상', '행사', '홍보', '기념품']",1759200,2018-11-22
예술체육대학 조형예술학부 테레핀 외 17종(실험실습비),"['테레핀', '실험', '실습']",2737500,2018-11-22
사회복지학과 수업용 재료(소모품),"['수업', '재료', '소모품']",1866720,2018-11-23
보건진료소 안정실 물품(이불),"['보건', '진료', '안정', '물품', '이불']",152000,2018-11-23
보건진료소 안정실 물품(이불),"['보건', '진료', '안정', '물품', '이불']",152000,2018-11-23
사회복지학과 수업용 재료(소모품),"['수업', '재료', '소모품']",1866720,2018-11-23
[비자산구매]정보통신공학과 실험실습재료(토너외 12종),"['비자', '구매', '실험', '실습', '재료', '토너']",1560225,2018-11-24
[비자산구매]정보통신공학과 실험실습재료(토너외 12종),"['비자', '구매', '실험', '실습', '재료', '토너']",1560225,2018-11-24
"전자공학과, 도시건축학부 교육용기자재(컴퓨터서버 외 9종)","['교육', '용기', '자재', '컴퓨터', '서버']",39800000,2018-11-26
부서운영 물품,"['부서', '운영', '물품']",288450,2018-11-26
한국어학당 미래관 강의실 비품,"['한국어', '학당', '미래관', '강의실', '비품']",651000,2018-11-26
학산도서관 기념품,"['학산', '도서관', '기념품']",991100,2018-11-26
글로벌융합대학사업단 사무용품,"['글로벌', '융합', '대학', '사업', '사무', '용품']",941460,2018-11-26
부서운영 물품,"['부서', '운영', '물품']",288450,2018-11-26
(생명공학전공)실험실습재료(Centrifuge Tube 외 5종),"['실험', '실습', '재료']",531850,2018-11-26
글로벌융합대학사업단 사무용품,"['글로벌', '융합', '대학', '사업', '사무', '용품']",941460,2018-11-26
학산도서관 기념품,"['학산', '도서관', '기념품']",991100,2018-11-26
(생명공학전공)실험실습재료(Centrifuge Tube 외 5종),"['실험', '실습', '재료']",531850,2018-11-26
스포츠센터 소모품,"['스포츠', '센터', '소모품']",293750,2018-11-27
부서 사무용품,"['부서', '사무', '용품']",259000,2018-11-27
스포츠센터 소모품,"['스포츠', '센터', '소모품']",293750,2018-11-27
공과대학 학생회 노트북 2대,"['학생회', '노트북']",2060000,2018-11-27
인력개발팀 부서운영 물품,"['인력', '개발', '부서', '운영', '물품']",15000,2018-11-27
대학 이미지 홍보 소모품(맞춤액자),"['대학', '이미지', '홍보', '소모품', '맞춤', '액자']",24000,2018-11-27
부서 사무용품,"['부서', '사무', '용품']",259000,2018-11-27
대학 이미지 홍보 소모품(맞춤액자),"['대학', '이미지', '홍보', '소모품', '맞춤', '액자']",24000,2018-11-27
인력개발팀 부서운영 물품,"['인력', '개발', '부서', '운영', '물품']",15000,2018-11-27
동북아국제통상학부 설립 20주년 기념 행사 및 동북아통상인의 밤 행사를 위한 홍보기념품,"['설립', '주년', '기념', '행사', '동북아', '통상', '행사', '홍보', '기념품']",2700000,2018-11-28
한국어학당 정규과정 운영을 위한 사무용품,"['한국어', '학당', '정규', '과정', '운영', '사무', '용품']",712460,2018-11-28
[비자산구매]정보통신공학과 실험실습재료(SSD외 12종),"['비자', '구매', '실험', '실습', '재료']",1294700,2018-11-28
보도블럭 보수 용 점토벽돌,"['보도', '블럭', '보수', '점토', '벽돌']",2154240,2018-11-28
[학생복지요구안]동아리연합회 소모품,"['학생', '복지', '구안', '동아리', '연합', '소모품']",2079100,2018-11-28
염화칼슘,['염화칼슘'],1045000,2018-11-28
스포츠센터 수영장 소독약,"['스포츠', '센터', '수영장', '소독약']",1430000,2018-11-28
[비자산구매]정보통신공학과 실험실습재료(SSD외 12종),"['비자', '구매', '실험', '실습', '재료']",1294700,2018-11-28
보도블럭 보수 용 점토벽돌,"['보도', '블럭', '보수', '점토', '벽돌']",2154240,2018-11-28
염화칼슘,['염화칼슘'],1045000,2018-11-28
동북아국제통상학부 설립 20주년 기념 행사 및 동북아통상인의 밤 행사를 위한 홍보기념품,"['설립', '주년', '기념', '행사', '동북아', '통상', '행사', '홍보', '기념품']",2700000,2018-11-28
[학생복지요구안]동아리연합회 소모품,"['학생', '복지', '구안', '동아리', '연합', '소모품']",2079100,2018-11-28
스포츠센터 수영장 소독약,"['스포츠', '센터', '수영장', '소독약']",1430000,2018-11-28
한국어학당 정규과정 운영을 위한 사무용품,"['한국어', '학당', '정규', '과정', '운영', '사무', '용품']",712460,2018-11-28
사회과학대학 복합기 프린터 토너,"['복합기', '프린터', '토너']",170000,2018-11-29
복지회관 지하 기계실 모기퇴치용 램프 및 에프킬라,"['복지', '회관', '지하', '기계', '모기', '퇴치', '램프', '에프킬라']",144000,2018-11-29
사회과학대학 복합기 프린터 토너,"['복합기', '프린터', '토너']",170000,2018-11-29
다과용품,"['다과', '용품']",89680,2018-11-29
예술체육대학 조형예술학부 물사포 외 17종(실험실습비),"['사포', '실험', '실습']",1265100,2018-11-29
다과용품,"['다과', '용품']",89680,2018-11-29
